dosen_fasilkom,h_index,full_name,id_author,funding,sum_paper
no,0,Ryann Octavianus,57207313805,Hibah PITTA - Universitas Indonesia,1
no,1,Sadhana Kumaravel,57211157298,Fulbright Indonesia Presidential Scholarship PhD Grant,1
no,1,Sadhana Kumaravel,57211157298,Allen Institute for Artificial Intelligence,1
no,2,Heeyoung Kwon,57022830700,Fulbright Indonesia Presidential Scholarship PhD Grant,1
no,18,Bernardo Magnini,22433254600,PhD scholarship - Fondazione Bruno Kessler,1
no,1,Shilvia L.Br Silalahi,57200527030,Hibah PITTA - Universitas Indonesia,1
no,0,Afira Putri Ghaisani,57208514093,Hibah PITTA - Universitas Indonesia,1
no,3,Zainal Arifin,57209018984,Hibah PITTA - Universitas Indonesia,1
no,1,D. F. Alaika,57195904787,Hibah PITTA - Universitas Indonesia,1
no,2,Heeyoung Kwon,57022830700,Allen Institute for Artificial Intelligence,1
no,1,Afira Putri Ghaisani,57202132232,Hibah PITTA - Universitas Indonesia,1
no,1,Muchamad Aldi Yusron,56491130700,Hibah PITTA - Universitas Indonesia,1
no,1,Sumarliyanti,57207311787,Hibah PITTA - Universitas Indonesia,1
no,2,Eva Fauziah,57200568289,Hibah PITTA - Universitas Indonesia,1
no,0,Ghaisani Kusumo Wardina,57193831403,Hibah PITTA - Universitas Indonesia,1
no,0,Yoga Nurdani,57193826916,Hibah PITTA - Universitas Indonesia,1
no,2,Ahmad Sabiq,57190026615,"PEKERTI Grant - Directorate General Higher Education, Ministry of Education and Cultural Indonesia",1
no,11,Niranjan V. Balasubramanian,23011406500,Fulbright Indonesia Presidential Scholarship PhD Grant,1
no,4,Umi Kalsum,56502316000,"PEKERTI Grant - Directorate General Higher Education, Ministry of Education and Cultural Indonesia",1
no,2,Nova Eka Diana,56925280400,"PEKERTI Grant - Directorate General Higher Education, Ministry of Education and Cultural Indonesia",1
no,5,Wahju Sediono,48261480500,Hibah PITTA - Universitas Indonesia,1
no,11,Niranjan V. Balasubramanian,23011406500,Allen Institute for Artificial Intelligence,1
no,1,Ardina Rizqy Rachmasari,57203160228,Hibah PITTA - Universitas Indonesia,1
no,0,Erwin Oky Sutjonong,57203157031,European Union Funding,1
no,0,R. Dimas Nugroho,57204418570,European Union Funding,1
no,0,R. Dimas Nugroho,57204418570,Hibah PITTA - Universitas Indonesia,1
no,19,Peter E. Clark,7402579556,Fulbright Indonesia Presidential Scholarship PhD Grant,1
no,19,Peter E. Clark,7402579556,Allen Institute for Artificial Intelligence,1
no,0,Iqbal Hadiyan,57211251704,Hibah PITTA - Universitas Indonesia,1
no,1,Muhammad Arvin Samuar,57200528724,Faculty of Computer Science - Universitas Indonesia,1
no,12,Zhaoyan Ming,36447695600,"I-MHERE Project - Faculty of Computer Science, Universitas Indonesia",1
no,2,Hapnes Toba,54791665700,"Directorate General Higher Education, Ministry of Education and Cultural Indonesia",1
no,0,Anggih Tangkas,57208578109,Hibah PITTA - Universitas Indonesia,1
no,0,Adzkia Husnul Abidat,57211276070,Hibah PIT9 - Universitas Indonesia,1
no,0,Ati Suci Dian Martha,57190800029,LPDP - Ministry of Finance Republic of Indonesia,1
no,0,Ati Suci Dian Martha,57190800029,Hibah PITTA - Universitas Indonesia,1
no,11,Martin Schrepp,22434417500,Hibah PITTA - Universitas Indonesia,1
no,1,Nur Fazri Ilham,57211277164,Hibah PITTA - Universitas Indonesia,1
no,0,Yolanda Trinoverly,57205030602,Hibah PITTA - Universitas Indonesia,1
no,0,Nadya Azizah,57205028418,Hibah PITTA - Universitas Indonesia,1
no,0,C. Setiyono,57208723767,Hibah PITTA - Universitas Indonesia,1
no,0,Luthfi Azizi Gumay,57211273278,Hibah PIT9 - Universitas Indonesia,1
no,0,Muhamad Fahru Rozi,57211271386,Hibah PIT9 - Universitas Indonesia,1
no,0,Syarif,57211267831,Hibah PIT9 - Universitas Indonesia,1
no,0,Freddy Fajari,57211275028,Hibah PIT9 - Universitas Indonesia,1
no,1,Chetan Naik,57211156055,Fulbright Indonesia Presidential Scholarship PhD Grant,1
no,1,Ria S.A. Anggraini,57193708241,Hibah PIT9 - Universitas Indonesia,1
no,0,A. D. Saputra,57211276062,Hibah PIT9 - Universitas Indonesia,1
no,0,Dina Febrianti Krisna,57211233999,Hibah PIT9 - Universitas Indonesia,1
no,2,Hapnes Toba,54791665700,World Bank Group,1
no,3,Radityo Eko Prasojo,56406407700,The Free University of Bozen-Bolzano,1
no,7,Gerhard Weikum,57205773868,The Free University of Bozen-Bolzano,1
no,6,Paramita Mirza,55967562700,The Free University of Bozen-Bolzano,1
no,0,Endrik,57207311747,Hibah PITTA - Universitas Indonesia,1
no,66,W. Bruce Croft,7006788293,LPDP - Ministry of Finance Republic of Indonesia,1
no,66,W. Bruce Croft,7006788293,The Australian Research Council,1
no,2,Ni Made Satvika Iswari,56593208200,Hibah PITTA - Universitas Indonesia,1
no,0,Noer Fitria Putra Setyono,57207305656,PTUPT Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Muhammad Ihsan Mas,57202781445,GPU Grant - NVIDIA,1
no,1,I. G.K. Rizal,57201981831,Hibah PITTA - Universitas Indonesia,1
no,1,Irwan Munandar,57201985094,Hibah PITTA - Universitas Indonesia,1
no,1,Wahyu Indra Satria,57193493629,Hibah PITTA - Universitas Indonesia,1
no,1,Rahmi Imanda,57193493583,Hibah PITTA - Universitas Indonesia,1
no,2,Isnaeni Nurrohmah,57190393060,Hibah PITTA - Universitas Indonesia,1
no,0,Tuti Purwoningsih,57210462301,Hibah PITTA - Universitas Indonesia,1
no,1,Niea Kurnia Fajar,57193831587,Hibah PITTA - Universitas Indonesia,1
no,1,Ria Arafiyah,57200722066,Hibah PITTA - Universitas Indonesia,1
no,1,R. D. Banimahendra,57201499251,Hibah PITTA - Universitas Indonesia,1
no,2,Hapnes Toba,54791665700,"I-MHERE Project - Faculty of Computer Science, Universitas Indonesia",1
no,0,Dewa Made Sri Arsa,57211060646,The National Innovation System Research Incentive Program (INSINAS) - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,2,Hapnes Toba,54791665700,The Singapore National Research Foundation,1
no,1,Adrianus Saga Ekakristi,57203205929,Hibah PITTA - Universitas Indonesia,1
no,0,Cakra Wishnu Wardhana,57207733231,Hibah PITTA - Universitas Indonesia,1
no,1,Rini Jannati,57207736464,Hibah PITTA - Universitas Indonesia,1
no,1,Made Nindyatama Nityasya,57207741109,Hibah PITTA - Universitas Indonesia,1
no,0,Muhammad Reza Qorib,57207734840,Hibah PITTA - Universitas Indonesia,1
no,3,Kiichi Kobayashi,7407130447,The National Institute of Information and Communications Technology (NICT) of Japan,1
no,8,Itsuo Kumazawa,55943452700,The National Institute of Information and Communications Technology (NICT) of Japan,1
no,1,Retno Larasati,57197729397,GPU Grant - NVIDIA,1
no,1,Retno Larasati,57197729397,Hibah PITTA - Universitas Indonesia,1
no,1,Ahmad Arinaldi,57191610698,GPU Grant - NVIDIA,1
no,1,Ahmad Arinaldi,57191610698,Center of Excellence for Higher Education Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,2,Lintang Adyuta Sutawika,57202778723,GPU Grant - NVIDIA,1
no,1,Timotius Devin,57188976180,GPU Grant - NVIDIA,1
no,0,Mohammad Aulia Hafidh,57210817672,Hibah PIT9 - Universitas Indonesia,1
no,1,Nur Azizah Vidya,57188871016,Center of Excellence for Higher Education Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Ratna Sekundariadewi Rustamadji,57203011741,Hibah PITTA - Universitas Indonesia,1
no,1,Miesje Karmiati Purwanegara,57193399083,Hibah PITTA - Universitas Indonesia,1
no,0,Haryo Akbarianto Wibowo,57201182727,Hibah PITTA - Universitas Indonesia,1
no,0,Muhammad Rif’at,57210130472,Hibah PITTA - Universitas Indonesia,1
no,1,Arief Radityo,57203279615,Hibah PITTA - Universitas Indonesia,1
no,1,Mardeni Mihardi,57208426258,Hibah PITTA - Universitas Indonesia,1
no,0,Erry Suprayogi,57207315500,Hibah PITTA - Universitas Indonesia,1
no,1,Erryan Sazany,57208426075,Hibah PITTA - Universitas Indonesia,1
no,1,Yudo Ekanata,57203006627,Hibah PITTA - Universitas Indonesia,1
no,2,Margaretha Suharsini,57190445007,Hibah PITTA - Universitas Indonesia,1
no,0,Herio Susanto,57207303690,Hibah PITTA - Universitas Indonesia,1
no,0,Azady Bayu,57211313745,Hibah PITTA - Universitas Indonesia,1
yes,9,Achmad Nizar Hidayanto,57205093001,"Ministry of Science and Technology, Taiwan, ROC (Republic of China)",1
no,0,Rico Putra Pradana,57210822083,Hibah PIT9 - Universitas Indonesia,1
no,16,Kongkiti Peter Phusavat,13403740100,Faculty of Computer Science - Universitas Indonesia,1
yes,1,Muhammad Okky Ibrohim,57203838557,Hibah PITTA - Universitas Indonesia,1
no,0,Virda Setyani,57206668393,"Ministry of Science and Technology, Taiwan, ROC (Republic of China)",1
no,8,Yuqian Zhu,37049523800,"Ministry of Science and Technology, Taiwan, ROC (Republic of China)",1
no,8,Bo Hsiao,36982794300,"Ministry of Science and Technology, Taiwan, ROC (Republic of China)",1
no,5,Uky Yudatama,57053392900,LPDP-BUDI DN,1
no,16,Kongkiti Peter Phusavat,13403740100,LPDP-BUDI DN,1
no,0,Harwin Prahara,57211146746,Hibah PITTA - Universitas Indonesia,1
yes,2,Muhammad Hafizhuddin Hilman,57193832526,The Australian Research Council,1
no,0,Ligar Patra Yuniar,57211146165,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Kus Andriadi,57211144522,Hibah PIT9 - Universitas Indonesia,1
no,2,Ayi Purbasari,55001755600,Universitas Pasundan,1
no,0,Arief Zulianto,55001755500,Universitas Pasundan,1
no,1,Theresia Wati,57204156065,Hibah PITTA - Universitas Indonesia,1
no,0,Kuncoro Wicaksono Adi Baroto,57207310835,Hibah PITTA - Universitas Indonesia,1
yes,2,Muhammad Hafizhuddin Hilman,57193832526,LPDP - Ministry of Finance Republic of Indonesia,1
yes,2,Muhammad Hafizhuddin Hilman,57193832526,Hibah PITTA - Universitas Indonesia,1
no,0,Yudhistira Normandia,57200216451,Hibah PITTA - Universitas Indonesia,1
yes,10,M. Ivan Fanany,6505757323,PTUPT Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,7,Ari Wibisono,55625531300,Hibah Riset Awal -  Universitas Indonesia and Directorate of Higher Education MP3EI,1
yes,2,Agus Kurniawan,55636539300,Samsung R&D Institute Indonesia (SRIN),1
yes,1,Riri Satria,55315269500,Hibah PIT9 - Universitas Indonesia,1
yes,7,T. Basaruddin,9334901600,Hibah PITTA - Universitas Indonesia,1
yes,7,T. Basaruddin,9334901600,PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,10,M. Ivan Fanany,6505757323,PDD Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,10,M. Ivan Fanany,6505757323,The National Institute of Information and Communications Technology (NICT) of Japan,1
yes,2,Dipta Tanaya,57190002779,Hibah PITTA - Universitas Indonesia,1
yes,8,Ari Saptawijaya,15064729000,European Space Agency,1
yes,7,Bayu Anggorojati,36991829400,The United States Agency for International Development (USAID),1
yes,9,Harry Budi Santoso,55396730800,LPDP - Ministry of Finance Republic of Indonesia,1
yes,9,Harry Budi Santoso,55396730800,"The Scientific Modeling, Application, Research and Training for City-centered Innovation and Technology (SMART CITY) Project - Universitas Indonesia",1
yes,0,Yekti Wirani,57208573398,Hibah PITTA - Universitas Indonesia,1
yes,3,Erdefi Rakun,55625410200,Hibah PITTA - Universitas Indonesia,1
no,2,Meidi Kosandi,55648638200,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Herkules,57194714615,Hibah PITTA - Universitas Indonesia,1
no,0,Eka Ayu Puspitaningrum,57210468035,Hibah PITTA - Universitas Indonesia,1
no,0,Ivonne Margi Immanuella,57204197320,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Yudi Ramdhani,57202129746,Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Rizki Tri Prasetio,57188863265,Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Ibad Rahadian Saladdin,57204430045,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Zulwelly Murti,57205023239,Hibah PITTA - Universitas Indonesia,1
no,0,Annisa Andarrachmi,57205020660,Hibah PITTA - Universitas Indonesia,1
no,0,Dira Ayu Meigasari,57204786705,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Herdian Tohir,57210468070,Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Puspa Indahati Sandyaduhita,57211243607,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Harits Muhammad,57210465441,Hibah PITTA - Universitas Indonesia,1
no,0,Harits Muhammad,57210465441,Hibah PIT9 - Universitas Indonesia,1
no,0,Faishal Wahiduddin,57210468803,Hibah PITTA - Universitas Indonesia,1
no,0,Kevin M. Situmorang,57209973805,Hibah PITTA - Universitas Indonesia,1
no,0,Noni Yuniana Putri Pamungkas,57210465873,Hibah PITTA - Universitas Indonesia,1
no,0,Canrakerta,57209969714,Hibah PITTA - Universitas Indonesia,1
no,1,Arief Sartono,57207046701,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Arief Donnie Prasetya,57211239831,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Rela Sabtiana,57208283578,Hibah PITTA - Universitas Indonesia,1
no,0,Tommy Wijaya Sagala,57207310513,Hibah PITTA - Universitas Indonesia,1
no,0,Calandra Alencia Haryani,57208279850,Hibah PITTA - Universitas Indonesia,1
no,4,undefined Meyliana,57203859161,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Annisa Monicha Sari,57207598085,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Muhammad Fadhil Dzulfikar,57200214175,Hibah PIT9 - Universitas Indonesia,1
no,1,Fajar Gumelar Pratama,53980458700,Hibah PITTA - Universitas Indonesia,1
no,1,Surya Astana,57207764868,Hibah PITTA - Universitas Indonesia,1
no,2,Valentinus Paramarta,57193119499,Hibah PITTA - Universitas Indonesia,1
no,0,Nabila Clydea Harahap,57208437626,Hibah PITTA - Universitas Indonesia,1
no,0,Muhammad Jihad,57207310563,Hibah PITTA - Universitas Indonesia,1
no,0,Ardhian Dharma,57207295843,Hibah PITTA - Universitas Indonesia,1
no,3,Hendry Tju,57190164831,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Ima Zanu Setyaningrum,57207312838,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Arifianita Febrina Putri,57207308809,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Faizal Nasution,57207301061,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,7,Ari Wibisono,55625531300,Hibah Q1Q2 - Universitas Indonesia,1
yes,7,Ari Wibisono,55625531300,PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,8,Adila Alfa Krisnadhi,23467371600,Fundação para a Ciência e a Tecnologia,1
yes,2,Larastri Kumaralalita,55014232200,Faculty of Computer Science - Universitas Indonesia,1
yes,5,Wahyu Catur Wibowo,56126778500,PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,5,Wahyu Catur Wibowo,56126778500,"Research and Technology Transfer office (RTTO), Bina Nusantara University",1
yes,3,Betty Purwandari,56716397400,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,3,Betty Purwandari,56716397400,Hibah PIT9 - Universitas Indonesia,1
yes,2,Widijanto Satyo Nugroho,57193834555,Hibah PITTA - Universitas Indonesia,1
yes,2,Larastri Kumaralalita,55014232200,Hibah PIT9 - Universitas Indonesia,1
yes,3,Ave Adriana Pinem,56626063000,PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,0,Rahmat Mustafa Samik-Ibrahim,57211059390,Hibah PIT9 - Universitas Indonesia,1
yes,6,Dana Indra Sensuse,53264793000,PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,6,Dana Indra Sensuse,53264793000,"The Center for Research and Development of Postal and Information Technology Resources, Equipment and Services",1
yes,6,Dana Indra Sensuse,53264793000,"The Center for Research and Development of Application Informatics, Ministry of Communication and Informatics, Republics of Indonesia",1
yes,6,Dana Indra Sensuse,53264793000,"The Scientific Modeling, Application, Research and Training for City-centered Innovation and Technology (SMART CITY) Project - Universitas Indonesia",1
yes,4,Qorib Munajat,57190865720,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,7,Indra Budi,14021131100,Center of Excellence for Higher Education Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,2,Satrio Baskoro Yudhoatmojo,57188985405,Faculty of Computer Science - Universitas Indonesia,1
yes,2,Widia Resti Fitriani,57193701425,Hibah PIT9 - Universitas Indonesia,1
yes,8,Adila Alfa Krisnadhi,23467371600,The German Research Foundation (DFG),1
yes,6,Puspa Indahati Sandhyaduhita,56118787200,PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,9,Achmad Nizar Hidayanto,57205093001,Universitas Pasundan,1
yes,9,Achmad Nizar Hidayanto,57205093001,Faculty of Computer Science - Universitas Indonesia,1
yes,9,Achmad Nizar Hidayanto,57205093001,Multi-discipline Research Grant - Universitas Indonesia,1
yes,6,Puspa Indahati Sandhyaduhita,56118787200,"Ministry of Science and Technology, Taiwan, ROC (Republic of China)",1
yes,6,Puspa Indahati Sandhyaduhita,56118787200,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,6,Puspa Indahati Sandhyaduhita,56118787200,Hibah PIT9 - Universitas Indonesia,1
yes,6,Puspa Indahati Sandhyaduhita,56118787200,Faculty of Computer Science - Universitas Indonesia,1
yes,2,Widia Resti Fitriani,57193701425,Hibah PITTA - Universitas Indonesia,1
yes,6,Bobby Achirul Awal Nazief,6508196587,LPDP-BUDI DN,1
yes,6,Bobby Achirul Awal Nazief,6508196587,Faculty of Computer Science - Universitas Indonesia,1
yes,6,Bobby Achirul Awal Nazief,6508196587,Apple Computer and the Digital Equipment Corporation External Research Program,1
yes,6,Bobby Achirul Awal Nazief,6508196587,AT&T Intel Scientific Computers and the Digital Equipment Corporation External Research Program,1
yes,2,Yova Ruldeviyani,56119154900,PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,2,Yova Ruldeviyani,56119154900,PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,6,Alfan Farizki Wicaksono,55522888300,Hibah PITTA - Universitas Indonesia,1
yes,6,Alfan Farizki Wicaksono,55522888300,SIGIR,1
yes,6,Alfan Farizki Wicaksono,55522888300,University of Melbourne Google-funded travel grants,1
yes,10,Petrus Mursanto,24176993000,Hibah Riset Awal -  Universitas Indonesia and Directorate of Higher Education MP3EI,1
yes,1,Samuel Louvan,55585368600,PhD scholarship - Fondazione Bruno Kessler,1
yes,1,Samuel Louvan,55585368600,Allen Institute for Artificial Intelligence,1
yes,7,Mirna Adriani,35611399700,The Singapore National Research Foundation,1
yes,7,Mirna Adriani,35611399700,"I-MHERE Project - Faculty of Computer Science, Universitas Indonesia",1
yes,7,Mirna Adriani,35611399700,World Bank Group,1
yes,7,Mirna Adriani,35611399700,"Directorate General Higher Education, Ministry of Education and Cultural Indonesia",1
yes,10,Petrus Mursanto,24176993000,"PEKERTI Grant - Directorate General Higher Education, Ministry of Education and Cultural Indonesia",1
yes,1,Arlisa Yuliawati,55625316600,Hibah PITTA - Universitas Indonesia,1
yes,18,Wisnu Jatmiko,8568432600,The National Innovation System Research Incentive Program (INSINAS) - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,18,Wisnu Jatmiko,8568432600,Hibah Riset Awal -  Universitas Indonesia and Directorate of Higher Education MP3EI,1
yes,18,Wisnu Jatmiko,8568432600,"PEKERTI Grant - Directorate General Higher Education, Ministry of Education and Cultural Indonesia",1
yes,8,Adila Alfa Krisnadhi,23467371600,The Dayton Area Graduate Studies Institute (DAGSI),1
yes,8,Adila Alfa Krisnadhi,23467371600,The Air Force Office of Scientific Research,1
yes,8,Adila Alfa Krisnadhi,23467371600,The U.S. National Science Foundation’s EarthCube,1
yes,1,Samuel Louvan,55585368600,Fulbright Indonesia Presidential Scholarship PhD Grant,1
yes,1,Dadan Hardianto,6504731736,Hibah PITTA - Universitas Indonesia,1
yes,6,R. Yugo Kartono Isal,6507865865,Multi-discipline Research Grant - Universitas Indonesia,1
yes,6,R. Yugo Kartono Isal,6507865865,Hibah PITTA - Universitas Indonesia,1
yes,4,Kasiyah,56461394900,PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,3,Dina Chahyati,6503971709,PTUPT Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,4,Ika Alfina,55867324700,Hibah PITTA - Universitas Indonesia,1
yes,4,Eko Kuswardono Budiardjo,6505807438,Hibah PIT9 - Universitas Indonesia,1
yes,2,Siti Aminah,57201080360,Faculty of Computer Science - Universitas Indonesia,1
yes,2,Siti Aminah,57201080360,Hibah PITTA - Universitas Indonesia,1
yes,10,Aniati Murni Arymurthy,36815724000,Diponegoro University,1
yes,10,Aniati Murni Arymurthy,36815724000,"Sandwich-Like Program - Directorate General Higher Education, Ministry of Education and Cultural Indonesia",1
yes,10,Aniati Murni Arymurthy,36815724000,PDD Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
yes,3,Bob Hardian Syahbuddin,15044388200,Hibah PITTA - Universitas Indonesia,1
yes,6,Yudho Giri Sucahyo,6507465058,KOICA Republic of Korea,1
yes,6,Yudho Giri Sucahyo,6507465058,MCIT Republic of Indonesia,1
yes,6,Yudho Giri Sucahyo,6507465058,Hibah PIT9 - Universitas Indonesia,1
no,0,Pamuji Lasiyanto Putro,57205060763,Hibah PITTA - Universitas Indonesia,1
no,0,Ferizka Tiara Devani,57210461940,Hibah PITTA - Universitas Indonesia,1
no,0,Rosa N. Rizky Ft,57210816886,Hibah PIT9 - Universitas Indonesia,1
no,2,Andie Setiyoko,56237045300,The National Innovation System Research Incentive Program (INSINAS) - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,2,Cong Wang,55814521900,Fundação para a Ciência e a Tecnologia,1
yes,9,Achmad Nizar Hidayanto,57205093001,LPDP-BUDI DN,1
no,11,Marcel Kyas,55973105000,Samsung R&D Institute Indonesia (SRIN),1
no,44,Justin Zobel,7003595103,The Australian Research Council,1
no,44,Justin Zobel,7003595103,Seek.com,1
no,1,Pudy Prima,57201990089,LPDP - Ministry of Finance Republic of Indonesia,1
no,1,Rahmat Arief,56200121800,The National Innovation System Research Incentive Program (INSINAS) - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,2,Cong Wang,55814521900,The National Science Foundation,1
no,1,Rachmat Maulana,57209317918,The National Innovation System Research Incentive Program (INSINAS) - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Shadiq Ali,57209318404,The National Innovation System Research Incentive Program (INSINAS) - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,4,Dodi Sudiana,21934788800,The National Innovation System Research Incentive Program (INSINAS) - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,0,Daniel Sande Bona,57207304146,Hibah PITTA - Universitas Indonesia,1
no,4,Derwin Suhartono,55834784000,PDD Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,Aryo Pradipta Gema,57197731704,PDD Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,2,Cong Wang,55814521900,Fulbright Indonesia Presidential Scholarship PhD Grant,1
no,10,Frederick W. Maier,7005680695,Fundação para a Ciência e a Tecnologia,1
no,1,Theodorus David,57197732271,PDD Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,8,Margaret E.R. O’Brien,56440101100,The National Science Foundation,1
no,2,Douglas Fils,16031129800,The National Science Foundation,1
no,46,Tim Finin,7003679538,The National Science Foundation,1
no,8,Matthew B. Jones,57203774541,The National Science Foundation,1
no,10,Kerstin A. Lehnert,24171247000,The National Science Foundation,1
no,1,Audrey Mickle,57031748000,The National Science Foundation,1
no,20,Mark P. Schildhauer,8902317200,The National Science Foundation,1
no,2,David Carral Martínez,55568137400,The National Science Foundation,1
no,10,Frederick W. Maier,7005680695,Fulbright Indonesia Presidential Scholarship PhD Grant,1
no,2,David Carral Martínez,55568137400,Fulbright Indonesia Presidential Scholarship PhD Grant,1
no,2,David Carral Martínez,55568137400,Fundação para a Ciência e a Tecnologia,1
no,10,Matthias Knorr,36447632600,The National Science Foundation,1
no,10,Matthias Knorr,36447632600,Fulbright Indonesia Presidential Scholarship PhD Grant,1
no,10,Matthias Knorr,36447632600,Fundação para a Ciência e a Tecnologia,1
no,10,Frederick W. Maier,7005680695,The National Science Foundation,1
no,1,Suhendro Winton,57197730255,PDD Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,1,I. Gede Wahyu Surya Dharma,57193862912,Hibah PITTA - Universitas Indonesia,1
no,0,Vidya Qoriah Putri,57210460909,Hibah PITTA - Universitas Indonesia,1
no,0,Ammar Fathin Sabili,57203287437,Hibah PITTA - Universitas Indonesia,1
no,12,Ruli Manurung,24468719300,"Sandwich-Like Program - Directorate General Higher Education, Ministry of Education and Cultural Indonesia",1
no,12,Ruli Manurung,24468719300,Diponegoro University,1
no,5,Ary Noviyanto,55015183800,The National Innovation System Research Incentive Program (INSINAS) - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,8,B. Hardjono,55339290100,Hibah Riset Awal -  Universitas Indonesia and Directorate of Higher Education MP3EI,1
no,4,Retno Kusumaningrum,48361474500,"Sandwich-Like Program - Directorate General Higher Education, Ministry of Education and Cultural Indonesia",1
no,4,Retno Kusumaningrum,48361474500,Diponegoro University,1
no,0,Ammar Fathin Sabili,57203287437,Fundação para a Ciência e a Tecnologia,1
no,10,Hong Wei,35293930100,Diponegoro University,1
no,1,Syukri Mullia Adil Perkasa,57203284474,Hibah PITTA - Universitas Indonesia,1
no,1,Syukri Mullia Adil Perkasa,57203284474,Fundação para a Ciência e a Tecnologia,1
no,16,Davide D'Alimonte,6602605459,European Space Agency,1
no,9,Tamito Kajiyama,36194656100,European Space Agency,1
no,0,Hanifa Arrumaisha,57210813595,Hibah PIT9 - Universitas Indonesia,1
no,0,Zaki Raihan,57210819567,Hibah PIT9 - Universitas Indonesia,1
no,12,Ruli Manurung,24468719300,Hibah PITTA - Universitas Indonesia,1
no,10,Hong Wei,35293930100,"Sandwich-Like Program - Directorate General Higher Education, Ministry of Education and Cultural Indonesia",1
no,1,I. Gede Wahyu Surya Dharma,57193862912,PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,3,L. M. Rasdi Rere,57188509100,Hibah PITTA - Universitas Indonesia,1
no,6,Devvi Sarwinda,56119401500,Hibah PIT9 - Universitas Indonesia,1
no,6,Devvi Sarwinda,56119401500,PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
no,6,Devvi Sarwinda,56119401500,Hibah Q1Q2 - Universitas Indonesia,1
no,7,Alhadi Bustamam,36815737800,PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,1
