h_index_1,couple_name_1,couple_1,couple_2,couple_name_2,h_index_2,sum_paper
0,M. Rahmat Widyanto,36554801500,57205093240,Nurtami Soedarsono,1,1
0,M. Rahmat Widyanto,36554801500,23494076300,Putut Tjahjo Widodo,3,1
1,Nurtami Soedarsono,57205093240,23494076300,Putut Tjahjo Widodo,3,1
1,Nurtami Soedarsono,57205093240,8921529200,Rahmat Widyanto,8,1
1,Nurtami Soedarsono,57205093240,7402829702,Kaoru Hirota,32,1
8,Rahmat Widyanto,8921529200,7402829702,Kaoru Hirota,32,1
8,Rahmat Widyanto,8921529200,14049161500,Nurtami Soedarsono,4,1
8,Rahmat Widyanto,8921529200,57190937046,Nur Intan Pratiwi,1,1
8,Rahmat Widyanto,8921529200,57201603532,Hary Budiarto,5,1
1,Nanang Husin,55008449900,57189256576,Nuralamsah Zulkarnaim,2,1
9,Harry Budi Santoso,55396730800,57201499251,R. D. Banimahendra,1,1
1,Nanang Husin,55008449900,53264599300,Arief Ramadhan,5,1
3,Ave Adriana Pinem,56626063000,57210474721,Friesca Maryto,0,1
3,Ave Adriana Pinem,56626063000,57203638945,Ria Puspadewi N. Yosoenarto,0,1
3,Ave Adriana Pinem,56626063000,57202151682,D. Seprilia,0,1
3,Ave Adriana Pinem,56626063000,57202158738,Hartasaia Panadea,1,1
3,Ave Adriana Pinem,56626063000,57203205892,Septiani Andriane Sinaga,0,1
3,Ave Adriana Pinem,56626063000,57209970187,Siti Hadjar,0,1
3,Ave Adriana Pinem,56626063000,57209974068,Wita Puspitarini,0,1
3,Ave Adriana Pinem,56626063000,57210466148,Fikri Pratama Afif,0,1
3,Ave Adriana Pinem,56626063000,57194162817,Theresia Puspa Wijayanti,1,1
3,Ave Adriana Pinem,56626063000,57211256311,I. Gede Adi Surya Atmajaya,0,1
3,Ave Adriana Pinem,56626063000,57211254788,Made Dwita Juliarta,0,1
3,Ave Adriana Pinem,56626063000,57208596742,Fatimah Shera Puteri,1,1
3,Ave Adriana Pinem,56626063000,57211276983,Sony Suprapto,0,1
3,Ave Adriana Pinem,56626063000,57211268004,Rahmi Prisalia,0,1
3,Ave Adriana Pinem,56626063000,57211266757,Fahmi Rahmat Kurniawan,0,1
3,Ave Adriana Pinem,56626063000,57195614242,Kirana Widyastuti,0,1
6,Dana Indra Sensuse,53264793000,55014342100,Iis Solichah,1,1
4,Muhammad Rifki Shihab,56363073800,57207314698,Adinda Nadinta Juliana,0,1
6,Dana Indra Sensuse,53264793000,57193693925,Reza Mauliadi,1,1
6,Dana Indra Sensuse,53264793000,57205118201,Regina Carla Handayani,1,1
6,Dana Indra Sensuse,53264793000,57201446053,Anita Hidayati,1,1
6,Dana Indra Sensuse,53264793000,56411999700,Kautsarina,2,1
6,Dana Indra Sensuse,53264793000,57209970187,Siti Hadjar,0,1
6,Dana Indra Sensuse,53264793000,55625597700,Mayanda Mega Santoni,2,1
6,Dana Indra Sensuse,53264793000,56595279700,Vina Ayumi,3,1
6,Dana Indra Sensuse,53264793000,57205060763,Pamuji Lasiyanto Putro,0,1
6,Dana Indra Sensuse,53264793000,6505757323,M. Ivan Fanany,10,1
6,Dana Indra Sensuse,53264793000,57207598085,Annisa Monicha Sari,0,1
6,Dana Indra Sensuse,53264793000,57203841017,Nanik Qodarsih,1,1
6,Dana Indra Sensuse,53264793000,57200216451,Yudhistira Normandia,0,1
6,Dana Indra Sensuse,53264793000,57207310835,Kuncoro Wicaksono Adi Baroto,0,1
6,Dana Indra Sensuse,53264793000,57190002779,Dipta Tanaya,2,1
6,Dana Indra Sensuse,53264793000,55089397700,Rizal Fathoni Aji,2,1
3,Ave Adriana Pinem,56626063000,57202454038,Andes Suciani,0,1
3,Ave Adriana Pinem,56626063000,57211271028,Akbar Imanulrachman,0,1
3,Ave Adriana Pinem,56626063000,57211268284,Eko Aditya Bagus Sulthony,0,1
4,Muhammad Rifki Shihab,56363073800,57202970755,Yuni Wulandari,0,1
3,Ave Adriana Pinem,56626063000,55315269500,Riri Satria,1,1
4,Muhammad Rifki Shihab,56363073800,56595304000,Febriana Misdianti,1,1
4,Muhammad Rifki Shihab,56363073800,56594874500,Ajeng A. Lestari,1,1
4,Muhammad Rifki Shihab,56363073800,57164746000,Wira Y.S. Prasetya,1,1
4,Muhammad Rifki Shihab,56363073800,57188979049,Sunu Wicaksono,1,1
4,Muhammad Rifki Shihab,56363073800,57192925121,Ikhsan Rahardian,1,1
4,Muhammad Rifki Shihab,56363073800,57193837526,Herdiansyah Rhamadan,1,1
3,Ave Adriana Pinem,56626063000,57211272792,Alifa Fathia Khaerani,0,1
4,Muhammad Rifki Shihab,56363073800,57210681474,Fitria Purnama Sari,1,1
4,Muhammad Rifki Shihab,56363073800,57193830282,Dahru Dzahaban,0,1
4,Muhammad Rifki Shihab,56363073800,57193823555,Yuan Hanif Syaniardi,1,1
4,Muhammad Rifki Shihab,56363073800,56122126600,Pandu Prakoso Tardan,1,1
4,Muhammad Rifki Shihab,56363073800,57202131259,Tubagus Achmad Harja Kusuma,0,1
4,Muhammad Rifki Shihab,56363073800,57204425919,Hadi Prabowo,1,1
3,Ave Adriana Pinem,56626063000,57195612312,Iik Wilarso,0,1
3,Ave Adriana Pinem,56626063000,57208600184,Herdaya Adiyasa,0,1
3,Ave Adriana Pinem,56626063000,57194213010,Solikin,0,1
3,Ave Adriana Pinem,56626063000,57202226537,Edi Surya Negara,0,1
3,Ave Adriana Pinem,56626063000,57208597276,Poppy Buana Mega Putri,0,1
3,Ave Adriana Pinem,56626063000,57203859161,undefined Meyliana,4,1
3,Ave Adriana Pinem,56626063000,57211239831,Arief Donnie Prasetya,0,1
3,Ave Adriana Pinem,56626063000,57211243607,Puspa Indahati Sandyaduhita,0,1
3,Ave Adriana Pinem,56626063000,57207046701,Arief Sartono,1,1
3,Ave Adriana Pinem,56626063000,57204430045,Ibad Rahadian Saladdin,0,1
3,Ave Adriana Pinem,56626063000,57204786705,Dira Ayu Meigasari,0,1
3,Ave Adriana Pinem,56626063000,57204197320,Ivonne Margi Immanuella,0,1
3,Ave Adriana Pinem,56626063000,57203203457,Nurlina Setyawan,0,1
3,Ave Adriana Pinem,56626063000,57193826162,Rahmi Johanes,1,1
3,Ave Adriana Pinem,56626063000,57195611418,Dyah Paramita Budi Dharma,0,1
3,Ave Adriana Pinem,56626063000,57204343112,Syaiful Reyneta Carissa Anwar,1,1
3,Ave Adriana Pinem,56626063000,57211267466,Fajar Marseto,0,1
6,Dana Indra Sensuse,53264793000,57193673716,Faisal Khalid,1,1
6,Dana Indra Sensuse,53264793000,57210235140,Bintang Annisa Bagustari,0,1
6,Dana Indra Sensuse,53264793000,57211266190,Mokhammad Fathoni Rokhman,0,1
6,Dana Indra Sensuse,53264793000,57200216996,Nordianto,1,1
6,Dana Indra Sensuse,53264793000,57194218484,Abrar Hedar,1,1
6,Dana Indra Sensuse,53264793000,6506481139,Riadi Wirawan,2,1
6,Dana Indra Sensuse,53264793000,57200215972,H. Suprapto,0,1
6,Dana Indra Sensuse,53264793000,57202460761,Muhammad Ilyas Syarif,2,1
6,Dana Indra Sensuse,53264793000,57200213312,Rio Novira,1,1
6,Dana Indra Sensuse,53264793000,57200216007,Retno Dewiyanti,1,1
6,Dana Indra Sensuse,53264793000,57200211350,Abrar Nasbey,1,1
6,Dana Indra Sensuse,53264793000,57203202726,Aditya Erlangga,0,1
6,Dana Indra Sensuse,53264793000,57202781445,Muhammad Ihsan Mas,1,1
6,Dana Indra Sensuse,53264793000,57201944909,Adnan Ardhian,0,1
6,Dana Indra Sensuse,53264793000,57201446744,Fikri Akbarsyah Anza,1,1
6,Dana Indra Sensuse,53264793000,57201981831,I. G.K. Rizal,1,1
6,Dana Indra Sensuse,53264793000,57201985094,Irwan Munandar,1,1
6,Dana Indra Sensuse,53264793000,57188872133,Amalia Rahmah,1,1
6,Dana Indra Sensuse,53264793000,57193823709,Elfa Silfiana Amir,1,1
6,Dana Indra Sensuse,53264793000,57193835328,Akmal Gafar Putra,2,1
6,Dana Indra Sensuse,53264793000,57201672710,Retnany Latifah,0,1
6,Dana Indra Sensuse,53264793000,57193688814,Marissa Utami,1,1
6,Dana Indra Sensuse,53264793000,57193688134,Rachmat Firman,1,1
6,Dana Indra Sensuse,53264793000,57196410648,Inda D. Lestantri,1,1
6,Dana Indra Sensuse,53264793000,57196419356,Ilham,0,1
6,Dana Indra Sensuse,53264793000,57196420406,Yusnita,0,1
6,Dana Indra Sensuse,53264793000,57194240216,Aan Kardiana,1,1
6,Dana Indra Sensuse,53264793000,56580409500,Dan Fitroh,2,1
6,Dana Indra Sensuse,53264793000,56905465300,Denis Eka Cahyani,2,1
6,Dana Indra Sensuse,53264793000,55441338000,Astrid Meilasari-Sugiana,1,1
6,Dana Indra Sensuse,53264793000,56165628100,Haya Rizqi,0,1
4,Qorib Munajat,57190865720,6505807438,Eko Kuswardono Budiardjo,4,1
4,Qorib Munajat,57190865720,55314037600,Rahmad Mahendra,3,1
4,Qorib Munajat,57190865720,57203859161,undefined Meyliana,4,1
4,Qorib Munajat,57190865720,56461361200,Dumilah Ayuningtyas,3,1
6,Dana Indra Sensuse,53264793000,57202785808,Muhammad Misbah,0,1
6,Dana Indra Sensuse,53264793000,57203202756,Handrie Noprison,0,1
6,Dana Indra Sensuse,53264793000,57211268648,Miftahu Rahmatika,0,1
6,Dana Indra Sensuse,53264793000,57207302645,Muhammad Fuad Dwi Rizki,0,1
6,Dana Indra Sensuse,53264793000,57205061070,Nori Wilantika,0,1
6,Dana Indra Sensuse,53264793000,57211244832,Bandi Ashari,0,1
6,Dana Indra Sensuse,53264793000,57211242562,Aris Budi Santoso,0,1
6,Dana Indra Sensuse,53264793000,57211243305,Yoga Pamungkas,0,1
6,Dana Indra Sensuse,53264793000,57208012364,Mochamad Umar Al Hafidz,0,1
6,Dana Indra Sensuse,53264793000,57207301231,Roby Eko Primadi,0,1
6,Dana Indra Sensuse,53264793000,57207314182,Gilang Bintang Hakkun Ashshidhiqi,0,1
6,Dana Indra Sensuse,53264793000,57203202012,Wiwit Ratnasari,0,1
6,Dana Indra Sensuse,53264793000,57207314696,Rena Nuravianty,0,1
6,Dana Indra Sensuse,53264793000,57207305490,Mochammad Aricf Hcrmawan Sutoyo,0,1
6,Dana Indra Sensuse,53264793000,57207312529,Jayanti Kartika Putri,0,1
6,Dana Indra Sensuse,53264793000,56698234300,Bagus Amalrullah Utomo,2,1
6,Dana Indra Sensuse,53264793000,57203177429,Sinta Denovi Rahmawati,1,1
6,Dana Indra Sensuse,53264793000,57211266496,Dewi Krismawati,0,1
6,Dana Indra Sensuse,53264793000,57205057715,Septian Bagus Wibisono,0,1
6,Dana Indra Sensuse,53264793000,57205064602,Aslon Damanik,0,1
6,Dana Indra Sensuse,53264793000,57209982061,Jani Richi R. Siregar,0,1
6,Dana Indra Sensuse,53264793000,57209975884,Ronny Ansis,0,1
6,Dana Indra Sensuse,53264793000,57204187617,A. Farisi,0,1
6,Dana Indra Sensuse,53264793000,57204186446,M. Ezar Al Rivan,0,1
6,Dana Indra Sensuse,53264793000,57204179738,Yohannes,0,1
6,Dana Indra Sensuse,53264793000,57204177977,Meiriyama,0,1
6,Dana Indra Sensuse,53264793000,57209968635,Richard Vinc,0,1
6,Dana Indra Sensuse,53264793000,57195204793,Ricky Nauvaldy Ruliputra,0,1
6,Dana Indra Sensuse,53264793000,57203147113,Mochammad Umar Al-Hafidz,1,1
6,Dana Indra Sensuse,53264793000,57208585544,Lufi Herawan,0,1
6,Dana Indra Sensuse,53264793000,57189354771,Iis Hamsir Ayub Wahab,2,1
6,Dana Indra Sensuse,53264793000,57208868199,Haris,0,1
6,Dana Indra Sensuse,53264793000,57208578109,Anggih Tangkas,0,1
6,Dana Indra Sensuse,53264793000,57191851357,Nurbojatmiko,1,1
6,Dana Indra Sensuse,53264793000,57202816502,Syamsudin,0,1
4,Muhammad Rifki Shihab,56363073800,57209969112,Radinal Setyadinsa,0,1
4,Muhammad Rifki Shihab,56363073800,57195989158,Sangap Mulyadi,1,1
4,Qorib Munajat,57190865720,57208585903,Yosua Pinem,0,1
2,Widijanto Satyo Nugroho,57193834555,56363073800,Muhammad Rifki Shihab,4,1
2,Widijanto Satyo Nugroho,57193834555,57193824260,Aulia Arshad,0,1
2,Widijanto Satyo Nugroho,57193834555,57200216451,Yudhistira Normandia,0,1
2,Widijanto Satyo Nugroho,57193834555,57208593224,Oddi Muhammad Ikbar,0,1
2,Widijanto Satyo Nugroho,57193834555,57208594808,Hamdi Hidayatullah,0,1
2,Widijanto Satyo Nugroho,57193834555,6506236236,Setiadi Yazid,4,1
2,Widijanto Satyo Nugroho,57193834555,8568432600,Wisnu Jatmiko,18,1
2,Widijanto Satyo Nugroho,57193834555,55014232200,Larastri Kumaralalita,2,1
2,Widijanto Satyo Nugroho,57193834555,57211252002,Hardyin Alexander Hutapea,0,1
1,Fatimah Azzahro,57194160083,57194161741,Fanny Tashia,0,1
1,Fatimah Azzahro,57194160083,57211277164,Nur Fazri Ilham,1,1
1,Fatimah Azzahro,57194160083,57205030602,Yolanda Trinoverly,0,1
1,Fatimah Azzahro,57194160083,57205028418,Nadya Azizah,0,1
1,Fatimah Azzahro,57194160083,57211252002,Hardyin Alexander Hutapea,0,1
1,Fatimah Azzahro,57194160083,57207314043,Clarissa Nuralifa Mangkunegara,0,1
2,Widijanto Satyo Nugroho,57193834555,55314539400,Aditya Murda Nugraha,2,1
2,Widijanto Satyo Nugroho,57193834555,55501468400,K. Wang,2,1
4,Muhammad Rifki Shihab,56363073800,57208717688,S. M. Edwin,0,1
2,Larastri Kumaralalita,55014232200,57200216451,Yudhistira Normandia,0,1
2,Larastri Kumaralalita,55014232200,57207310345,Oldyson Tri Anggoro,0,1
2,Larastri Kumaralalita,55014232200,57207307735,Hillary Goretta,0,1
2,Larastri Kumaralalita,55014232200,57207302544,Leney Nadeak,0,1
2,Larastri Kumaralalita,55014232200,57211144434,Briant Otmen,0,1
2,Larastri Kumaralalita,55014232200,55320586000,Yuanisa Ditari,2,1
2,Larastri Kumaralalita,55014232200,16309200100,Pornthep Anussornnitisarn,9,1
2,Larastri Kumaralalita,55014232200,13403740100,Kongkiti Peter Phusavat,16,1
2,Widijanto Satyo Nugroho,57193834555,6701341331,Roger J.A.D. Hosking,11,1
2,Larastri Kumaralalita,55014232200,55014342100,Iis Solichah,1,1
2,Larastri Kumaralalita,55014232200,55315269500,Riri Satria,1,1
2,Larastri Kumaralalita,55014232200,6503971709,Dina Chahyati,3,1
2,Larastri Kumaralalita,55014232200,57201080360,Siti Aminah,2,1
2,Larastri Kumaralalita,55014232200,56363073800,Muhammad Rifki Shihab,4,1
2,Widijanto Satyo Nugroho,57193834555,6701688780,Fausto A. Milinazzo,11,1
1,Fatimah Azzahro,57194160083,57208723767,C. Setiyono,0,1
1,Fatimah Azzahro,57194160083,57211273278,Luthfi Azizi Gumay,0,1
1,Fatimah Azzahro,57194160083,57211271386,Muhamad Fahru Rozi,0,1
1,Fatimah Azzahro,57194160083,55315269500,Riri Satria,1,1
1,Fatimah Azzahro,57194160083,57210465441,Harits Muhammad,0,1
1,Fatimah Azzahro,57194160083,57204430045,Ibad Rahadian Saladdin,0,1
1,Fatimah Azzahro,57194160083,57207046701,Arief Sartono,1,1
1,Fatimah Azzahro,57194160083,57194213010,Solikin,0,1
1,Fatimah Azzahro,57194160083,57208593224,Oddi Muhammad Ikbar,0,1
1,Fatimah Azzahro,57194160083,57208594808,Hamdi Hidayatullah,0,1
1,Fatimah Azzahro,57194160083,57190865720,Qorib Munajat,4,1
1,Fatimah Azzahro,57194160083,57211267831,Syarif,0,1
3,Betty Purwandari,56716397400,57211429593,Infaz Rizki Adawati,0,1
3,Betty Purwandari,56716397400,57188979578,Karyanto Wijaya,1,1
3,Betty Purwandari,56716397400,57188982806,Ferry Purwantoro,1,1
3,Betty Purwandari,56716397400,57200525545,Melisa Helingo,1,1
3,Betty Purwandari,56716397400,57193673716,Faisal Khalid,1,1
3,Betty Purwandari,56716397400,57193833282,Tosan Wiar Ramdhani,1,1
1,Fatimah Azzahro,57194160083,57208575837,Rizqie Joko Prabowo,0,1
1,Fatimah Azzahro,57194160083,57208575333,Azelea Chairunnisa,0,1
1,Fatimah Azzahro,57194160083,16309200100,Pornthep Anussornnitisarn,9,1
1,Fatimah Azzahro,57194160083,57194216833,Erma Nindiaswari,0,1
1,Fatimah Azzahro,57194160083,57194211796,Solikin Gitik,0,1
1,Fatimah Azzahro,57194160083,57194209488,Wulan Indriani,0,1
1,Fatimah Azzahro,57194160083,57211268284,Eko Aditya Bagus Sulthony,0,1
1,Fatimah Azzahro,57194160083,57208596742,Fatimah Shera Puteri,1,1
1,Fatimah Azzahro,57194160083,57211256311,I. Gede Adi Surya Atmajaya,0,1
1,Fatimah Azzahro,57194160083,57210474721,Friesca Maryto,0,1
1,Fatimah Azzahro,57194160083,57209974068,Wita Puspitarini,0,1
1,Fatimah Azzahro,57194160083,57211233999,Dina Febrianti Krisna,0,1
1,Fatimah Azzahro,57194160083,57211276070,Adzkia Husnul Abidat,0,1
1,Fatimah Azzahro,57194160083,57211276062,A. D. Saputra,0,1
1,Fatimah Azzahro,57194160083,57193708241,Ria S.A. Anggraini,1,1
1,Fatimah Azzahro,57194160083,57211274033,P. H. Purnomo,0,1
1,Fatimah Azzahro,57194160083,57211275028,Freddy Fajari,0,1
2,Larastri Kumaralalita,55014232200,57207310824,Satria Ramadhan,1,1
2,Larastri Kumaralalita,55014232200,57193918546,Muhammad Singgih Zulfikar Ansori,1,1
2,Larastri Kumaralalita,55014232200,57189213600,Pristi Sukmasetya,1,1
4,Muhammad Rifki Shihab,56363073800,57193708241,Ria S.A. Anggraini,1,1
4,Muhammad Rifki Shihab,56363073800,57208723767,C. Setiyono,0,1
4,Muhammad Rifki Shihab,56363073800,57211273278,Luthfi Azizi Gumay,0,1
4,Muhammad Rifki Shihab,56363073800,57211271386,Muhamad Fahru Rozi,0,1
4,Muhammad Rifki Shihab,56363073800,57211267831,Syarif,0,1
4,Muhammad Rifki Shihab,56363073800,57211275028,Freddy Fajari,0,1
4,Muhammad Rifki Shihab,56363073800,57211274033,P. H. Purnomo,0,1
4,Muhammad Rifki Shihab,56363073800,57211276062,A. D. Saputra,0,1
4,Muhammad Rifki Shihab,56363073800,57211275068,Reni Setyowati,0,1
4,Muhammad Rifki Shihab,56363073800,57211267958,Inas Joesi Burnia,0,1
4,Muhammad Rifki Shihab,56363073800,57208579632,Gilang Ginanjar Ronsana,0,1
4,Muhammad Rifki Shihab,56363073800,57188979578,Karyanto Wijaya,1,1
4,Muhammad Rifki Shihab,56363073800,57188982806,Ferry Purwantoro,1,1
4,Muhammad Rifki Shihab,56363073800,57211270624,Ahmad Ishlahuddin,0,1
4,Muhammad Rifki Shihab,56363073800,57211273162,Sinta Nur Asih,0,1
4,Muhammad Rifki Shihab,56363073800,57194161741,Fanny Tashia,0,1
4,Muhammad Rifki Shihab,56363073800,57208752703,A. Safanta,0,1
4,Muhammad Rifki Shihab,56363073800,56884857800,Fithra Faisal Hastiadi,1,1
4,Muhammad Rifki Shihab,56363073800,57207295736,Baskoro Pramudito Nugroho,0,1
4,Muhammad Rifki Shihab,56363073800,57211268537,Septian Adiwibowo,1,1
4,Muhammad Rifki Shihab,56363073800,57211271721,Muhammad Ikhsan Setiadi,0,1
4,Muhammad Rifki Shihab,56363073800,57211264829,Daniel,0,1
4,Muhammad Rifki Shihab,56363073800,57211267494,Esmining Mitarum,0,1
4,Muhammad Rifki Shihab,56363073800,57204205427,Eunike Endariahna Surbakti,1,1
4,Muhammad Rifki Shihab,56363073800,57211276137,Endah Wintarsih,0,1
4,Muhammad Rifki Shihab,56363073800,57211266018,Rio Cahyadi,0,1
4,Muhammad Rifki Shihab,56363073800,57211276568,Muhammad Nazri,0,1
4,Muhammad Rifki Shihab,56363073800,57204197661,Rusyda Nabila,0,1
4,Muhammad Rifki Shihab,56363073800,57211273885,Muhammad Sidratul Muntaha Al,0,1
4,Muhammad Rifki Shihab,56363073800,57211275405,Mutawakkil Alallah,0,1
4,Muhammad Rifki Shihab,56363073800,57211271684,Wildan Farani,0,1
4,Muhammad Rifki Shihab,56363073800,57211273978,Valdi Haris,0,1
4,Muhammad Rifki Shihab,56363073800,7409631251,Sutoto,5,1
4,Muhammad Rifki Shihab,56363073800,57211276983,Sony Suprapto,0,1
2,Larastri Kumaralalita,55014232200,57210469743,Erni Juraida,0,1
4,Muhammad Rifki Shihab,56363073800,55089397700,Rizal Fathoni Aji,2,1
4,Muhammad Rifki Shihab,56363073800,57208585903,Yosua Pinem,0,1
4,Muhammad Rifki Shihab,56363073800,57209975989,Zikri Irfandi,0,1
4,Muhammad Rifki Shihab,56363073800,57210465441,Harits Muhammad,0,1
4,Muhammad Rifki Shihab,56363073800,57207312838,Ima Zanu Setyaningrum,1,1
4,Muhammad Rifki Shihab,56363073800,57194714615,Herkules,0,1
4,Muhammad Rifki Shihab,56363073800,57200216451,Yudhistira Normandia,0,1
4,Muhammad Rifki Shihab,56363073800,57191851850,Benny Ranti,1,1
4,Muhammad Rifki Shihab,56363073800,57211268004,Rahmi Prisalia,0,1
4,Muhammad Rifki Shihab,56363073800,55867324700,Ika Alfina,4,1
4,Muhammad Rifki Shihab,56363073800,15044388200,Bob Hardian Syahbuddin,3,1
4,Muhammad Rifki Shihab,56363073800,6507465058,Yudho Giri Sucahyo,6,1
4,Muhammad Rifki Shihab,56363073800,57190865720,Qorib Munajat,4,1
2,Larastri Kumaralalita,55014232200,57205121765,Muhamad Guntur,0,1
2,Larastri Kumaralalita,55014232200,57205119837,Teguh Raharjo,0,1
4,Muhammad Rifki Shihab,56363073800,56638527400,Dimas Avian Maulana,1,1
4,Muhammad Rifki Shihab,56363073800,57203203457,Nurlina Setyawan,0,1
4,Muhammad Rifki Shihab,56363073800,57194717741,Muhammad Baharudin Jusuf,0,1
4,Muhammad Rifki Shihab,56363073800,57202151978,Nilamsari Putri Utami,0,1
4,Muhammad Rifki Shihab,56363073800,57208960349,Wahyu Budi Anggoro,1,1
4,Muhammad Rifki Shihab,56363073800,57193826162,Rahmi Johanes,1,1
4,Muhammad Rifki Shihab,56363073800,57193133103,DInna Amelina,1,1
4,Muhammad Rifki Shihab,56363073800,57200534416,Nina Meilatinova,0,1
4,Muhammad Rifki Shihab,56363073800,57200120368,Gde Panji Diarsa,0,1
4,Muhammad Rifki Shihab,56363073800,57199553329,Moehammad Arief Furqon,0,1
4,Muhammad Rifki Shihab,56363073800,56728741300,Imanuel Sukrisna,0,1
4,Muhammad Rifki Shihab,56363073800,57204007351,Sri Wahyuni,3,1
4,Muhammad Rifki Shihab,56363073800,56536300100,Joni Ero,1,1
4,Muhammad Rifki Shihab,56363073800,56362964700,Indah Nurul Razaad,1,1
4,Muhammad Rifki Shihab,56363073800,57211271028,Akbar Imanulrachman,0,1
4,Muhammad Rifki Shihab,56363073800,57202454038,Andes Suciani,0,1
4,Muhammad Rifki Shihab,56363073800,57211266757,Fahmi Rahmat Kurniawan,0,1
4,Qorib Munajat,57190865720,57207046701,Arief Sartono,1,1
4,Qorib Munajat,57190865720,57190859329,Nur Widiyanto,1,1
3,Betty Purwandari,56716397400,57202132857,Hary Hadiansyah,1,1
10,Aniati Murni Arymurthy,36815724000,56538245300,Rachmad Akbar,1,1
10,Aniati Murni Arymurthy,36815724000,56118948100,Jullend Gatc,2,1
10,Aniati Murni Arymurthy,36815724000,57206842425,Ahmad Zuhdi,0,1
10,Aniati Murni Arymurthy,36815724000,56119019700,Dominikus Willy,1,1
10,Aniati Murni Arymurthy,36815724000,6603537195,L. T. Handoko,10,1
10,Aniati Murni Arymurthy,36815724000,56204452200,Diah Harnoni Apriyanti,1,1
10,Aniati Murni Arymurthy,36815724000,56081452800,Herwanto,1,1
10,Aniati Murni Arymurthy,36815724000,55339290100,B. Hardjono,8,1
10,Aniati Murni Arymurthy,36815724000,55625371200,M. Eka Suryana,3,1
10,Aniati Murni Arymurthy,36815724000,55625597700,Mayanda Mega Santoni,2,1
10,Aniati Murni Arymurthy,36815724000,56119319400,Siti Rohajawati,2,1
10,Aniati Murni Arymurthy,36815724000,56595080500,Elin Cahyaningsih,3,1
10,Aniati Murni Arymurthy,36815724000,57196455492,Dwina Kuswardani,0,1
10,Aniati Murni Arymurthy,36815724000,43061741400,Budi Wiweko,7,1
10,Aniati Murni Arymurthy,36815724000,57189234078,Hanif Arief Wisesa,4,1
10,Aniati Murni Arymurthy,36815724000,56118924900,Febri Maspiyanti,2,1
10,Aniati Murni Arymurthy,36815724000,57197376593,Muhammad Ali Akbar,3,1
6,Yudho Giri Sucahyo,6507465058,57203141735,A. Amar,1,1
10,Aniati Murni Arymurthy,36815724000,48361251300,Wiweka Hartojo,1,1
10,Aniati Murni Arymurthy,36815724000,57160113000,M. Mastur,1,1
10,Aniati Murni Arymurthy,36815724000,57193397016,N. Darwis,1,1
10,Aniati Murni Arymurthy,36815724000,57199576833,Siti Nurbaya,0,1
10,Aniati Murni Arymurthy,36815724000,6504003088,Mayasari T. Palupi,0,1
10,Aniati Murni Arymurthy,36815724000,6503864234,Febriliyan Samopa,3,1
10,Aniati Murni Arymurthy,36815724000,7409905459,Mulyono,1,1
10,Aniati Murni Arymurthy,36815724000,23666484300,Samit Katmoko Ari,11,1
10,Aniati Murni Arymurthy,36815724000,54784138700,Tieta Antaresti,0,1
10,Aniati Murni Arymurthy,36815724000,36815599800,Hilda Deborah,5,1
10,Aniati Murni Arymurthy,36815724000,36816638100,R. P. Tieta Antaresti,1,1
10,Aniati Murni Arymurthy,36815724000,55538173400,Didi Nugroho Santosa,0,1
10,Aniati Murni Arymurthy,36815724000,42662503700,Siti Mardewi Soerono-Akbar,1,1
10,Aniati Murni Arymurthy,36815724000,42662231600,Mellawaty Rusdi,0,1
10,Aniati Murni Arymurthy,36815724000,42662431900,Muhammad Rabindra Surya,0,1
10,Aniati Murni Arymurthy,36815724000,57193830084,Ilham Kusuma,2,1
10,Aniati Murni Arymurthy,36815724000,57193833472,Darmatasia,2,1
10,Aniati Murni Arymurthy,36815724000,36815737800,Alhadi Bustamam,7,1
6,Yudho Giri Sucahyo,6507465058,57204588660,Sigit Prasetyo,1,1
3,Bob Hardian Syahbuddin,15044388200,57191244722,Ida Bagus Putu Peradnya Dinata,1,1
3,Bob Hardian Syahbuddin,15044388200,57208579632,Gilang Ginanjar Ronsana,0,1
6,Yudho Giri Sucahyo,6507465058,6505619636,Tariq Nuruddin,0,1
6,Yudho Giri Sucahyo,6507465058,7006662231,Amit Rudra,7,1
6,Yudho Giri Sucahyo,6507465058,56118908400,Edit Prima,0,1
6,Yudho Giri Sucahyo,6507465058,56118536100,Mufti Rizal,1,1
6,Yudho Giri Sucahyo,6507465058,57191624625,Rahayu Yuni Susanti,1,1
10,Aniati Murni Arymurthy,36815724000,57193834508,Dewa Made Sri Arsa,3,1
6,Yudho Giri Sucahyo,6507465058,57193831254,Muhammad Kasfu Hammi,1,1
6,Yudho Giri Sucahyo,6507465058,57193834608,Erlang Erlangga,1,1
6,Yudho Giri Sucahyo,6507465058,57193832658,Medi Kartika Putri,0,1
6,Yudho Giri Sucahyo,6507465058,57193824309,DIon Kristadi,1,1
6,Yudho Giri Sucahyo,6507465058,57201985081,Doni Dwi Hantyoko Wahyudiwan,1,1
6,Yudho Giri Sucahyo,6507465058,57203112194,Vicky Permana,0,1
3,Bob Hardian Syahbuddin,15044388200,56118739000,Hanif Rasyidi,1,1
3,Bob Hardian Syahbuddin,15044388200,54974181300,Faris Al Afif,3,1
3,Bob Hardian Syahbuddin,15044388200,55014464500,Muhammad Sakti Alvissalim,4,1
